1 Q0 34852269115580416	1 0.9518675 myRun
5 Q0 31850686425600000	2137 0.31322545 myRun
5 Q0 32821238019657728	2138 0.3132032 myRun
5 Q0 35004137074724864	2139 0.31319016 myRun
5 Q0 34826471864279041	2140 0.31317192 myRun
5 Q0 29803692785926144	2141 0.31305346 myRun
5 Q0 30267140359585792	2142 0.31301364 myRun
5 Q0 34741646188871680	2143 0.31295463 myRun
5 Q0 34973036218286080	2144 0.31283474 myRun
5 Q0 31529587175329793	2145 0.31237298 myRun
5 Q0 33475926155075584	2146 0.31228924 myRun
5 Q0 33862478886604800	2147 0.3119447 myRun
5 Q0 34734522431971329	2148 0.3119006 myRun
5 Q0 32829124317810688	2149 0.31183767 myRun
5 Q0 32203898773053440	2150 0.3116652 myRun
5 Q0 29490746096615424	2151 0.31165624 myRun
5 Q0 34254070491512832	2152 0.3116303 myRun
5 Q0 34725541701627904	2153 0.31160986 myRun
5 Q0 33559470726447104	2154 0.3115704 myRun
5 Q0 31583296194347008	2155 0.31155306 myRun
5 Q0 32335933856546816	2156 0.31153673 myRun
5 Q0 32802881576894465	2157 0.31153673 myRun
5 Q0 29578813029486593	2158 0.31147045 myRun
5 Q0 32814995762847745	2159 0.3114599 myRun
5 Q0 31951457074814976	2160 0.31140566 myRun
5 Q0 31077138425716736	2161 0.31139013 myRun
5 Q0 32822484701024257	2162 0.3113134 myRun
5 Q0 34591246903156736	2163 0.31120127 myRun
5 Q0 31581135108575232	2164 0.31119153 myRun
5 Q0 33207918362894337	2165 0.31110635 myRun
5 Q0 30812775987019777	2166 0.31104887 myRun
5 Q0 33225808965271552	2167 0.311018 myRun
5 Q0 32250282192674816	2168 0.31100577 myRun
5 Q0 34865667769511936	2169 0.31097898 myRun
5 Q0 34963807445065728	2170 0.31095052 myRun
5 Q0 29016301166927872	2171 0.31084087 myRun
5 Q0 34777298276192256	2172 0.31076437 myRun
5 Q0 34460390213550080	2173 0.31071237 myRun
5 Q0 31115292348252161	2174 0.31067458 myRun
5 Q0 31751044157407232	2175 0.3105782 myRun
5 Q0 35004040710455296	2176 0.31055668 myRun
5 Q0 33679569164845056	2177 0.31055027 myRun
5 Q0 30220177438146560	2178 0.31054252 myRun
5 Q0 35004236341182464	2179 0.31053048 myRun
5 Q0 29980834844901377	2180 0.31048322 myRun
5 Q0 35030532165210112	2181 0.3103917 myRun
5 Q0 33373695900651520	2182 0.31026506 myRun
5 Q0 29582969945464832	2183 0.3101882 myRun
5 Q0 34373686228164608	2184 0.31011122 myRun
5 Q0 29942371579854848	2185 0.3100956 myRun
5 Q0 34996815820492800	2186 0.3100878 myRun
5 Q0 30124250933231617	2187 0.3098697 myRun
5 Q0 32721286023086080	2188 0.30986893 myRun
5 Q0 33567758650183680	2189 0.30983365 myRun
5 Q0 34946379373608960	2190 0.3096761 myRun
5 Q0 35046979897655296	2191 0.30963132 myRun
5 Q0 34621632160993280	2192 0.30962715 myRun
5 Q0 34801422927142913	2193 0.30959105 myRun
5 Q0 31508543936921601	2194 0.30951566 myRun
5 Q0 34737913228955648	2195 0.30946958 myRun
5 Q0 32804162139856896	2196 0.30932057 myRun
5 Q0 32449074108043264	2197 0.3092424 myRun
5 Q0 32796775026794496	2198 0.30913866 myRun
5 Q0 30472588530556928	2199 0.30908346 myRun
5 Q0 32819121070546944	2200 0.309082 myRun
5 Q0 33552138827210753	2201 0.30906984 myRun
5 Q0 34755352532623360	2202 0.309052 myRun
5 Q0 29262114904342528	2203 0.30903667 myRun
5 Q0 33559139091218432	2204 0.30900002 myRun
5 Q0 34447990475202563	2205 0.3089351 myRun
5 Q0 34429878568890368	2206 0.30892617 myRun
5 Q0 34819353689989120	2207 0.30869073 myRun
5 Q0 34036814926843904	2208 0.30868793 myRun
5 Q0 33831740283957248	2209 0.30861714 myRun
5 Q0 31069462140551169	2210 0.3085452 myRun
5 Q0 34914029059178496	2211 0.30853653 myRun
5 Q0 30993076281413632	2212 0.30847624 myRun
5 Q0 33517307401609217	2213 0.30846065 myRun
5 Q0 33497864525058048	2214 0.3082523 myRun
5 Q0 32797581822140417	2215 0.30822396 myRun
5 Q0 29176310383255552	2216 0.3081985 myRun
5 Q0 29214357573337088	2217 0.30818787 myRun
5 Q0 32239370874396672	2218 0.30815178 myRun
5 Q0 34975531367669762	2219 0.30810747 myRun
5 Q0 34257154743472128	2220 0.30810347 myRun
5 Q0 34788494656147456	2221 0.30805647 myRun
5 Q0 32812685531807744	2222 0.3077482 myRun
5 Q0 29767399808962560	2223 0.30768394 myRun
5 Q0 32526080627707904	2224 0.30757752 myRun
5 Q0 34843030611558400	2225 0.30750132 myRun
5 Q0 29016575839305728	2226 0.307332 myRun
5 Q0 34462866182639616	2227 0.30731818 myRun
5 Q0 34990144448626688	2228 0.30726564 myRun
5 Q0 34901924344111104	2229 0.30721232 myRun
5 Q0 32373117439442944	2230 0.3071674 myRun
5 Q0 34885972533452800	2231 0.30711278 myRun
5 Q0 34823736624422913	2232 0.3070974 myRun
5 Q0 29030276155834368	2233 0.3070334 myRun
5 Q0 32657592018800640	2234 0.30687913 myRun
5 Q0 29702973026209792	2235 0.30687484 myRun
5 Q0 29689739560878080	2236 0.3068368 myRun
5 Q0 34426611499536384	2237 0.30682725 myRun
5 Q0 32084752831873024	2238 0.3068201 myRun
5 Q0 32084023467573248	2239 0.3068201 myRun
5 Q0 33492811785437184	2240 0.3067506 myRun
5 Q0 35016292503130112	2241 0.30673403 myRun
5 Q0 35014422128885760	2242 0.30670577 myRun
5 Q0 34817268806328320	2243 0.30666465 myRun
5 Q0 33578229331664897	2244 0.30666023 myRun
5 Q0 34699300839628800	2245 0.30665207 myRun
5 Q0 34694060157435904	2246 0.30665207 myRun
5 Q0 34692276609351680	2247 0.30665207 myRun
5 Q0 33532499581730816	2248 0.30663964 myRun
5 Q0 34962406845186048	2249 0.30661005 myRun
5 Q0 33392852058775552	2250 0.3066057 myRun
5 Q0 31945539805253632	2251 0.30651554 myRun
5 Q0 32121309462790144	2252 0.3064661 myRun
5 Q0 35087738554286080	2253 0.30642647 myRun
5 Q0 33463366454353920	2254 0.30639645 myRun
5 Q0 34960817283670016	2255 0.30634478 myRun
5 Q0 34848703281889280	2256 0.30628723 myRun
5 Q0 35056216514240512	2257 0.30628353 myRun
5 Q0 33481705826287618	2258 0.30628353 myRun
5 Q0 33260901448548352	2259 0.30619776 myRun
5 Q0 34518512273719296	2260 0.30619055 myRun
5 Q0 32834347253891072	2261 0.30606535 myRun
5 Q0 34200888859951104	2262 0.30598536 myRun
5 Q0 29518065225957376	2263 0.30595985 myRun
5 Q0 34716864869306368	2264 0.30595267 myRun
5 Q0 34100304148434946	2265 0.30591282 myRun
5 Q0 32847845191057409	2266 0.30588812 myRun
5 Q0 33541480639512576	2267 0.3058603 myRun
5 Q0 34950390466215936	2268 0.30582958 myRun
5 Q0 33971013939101696	2269 0.30581096 myRun
5 Q0 33903765794856960	2270 0.30581096 myRun
5 Q0 33842382256472064	2271 0.30581096 myRun
5 Q0 34859287251517440	2272 0.30577236 myRun
5 Q0 33554553299271681	2273 0.30570802 myRun
5 Q0 34574623660052481	2274 0.30557895 myRun
5 Q0 34292588471123968	2275 0.3055397 myRun
5 Q0 32561105804992512	2276 0.3054332 myRun
5 Q0 32445815284834305	2277 0.30513328 myRun
5 Q0 34936957284917248	2278 0.30490202 myRun
5 Q0 32754264149331968	2279 0.30487603 myRun
5 Q0 33573063563935744	2280 0.3048572 myRun
5 Q0 31858785651789824	2281 0.3048481 myRun
5 Q0 31372058491359232	2282 0.3047797 myRun
5 Q0 34622434564898816	2283 0.3047539 myRun
5 Q0 32846701945425920	2284 0.30469793 myRun
5 Q0 34697568663375872	2285 0.30457637 myRun
5 Q0 29962462241488896	2286 0.30449447 myRun
5 Q0 32626868565843969	2287 0.30436826 myRun
5 Q0 32229379287289857	2288 0.30435714 myRun
5 Q0 29099088137949184	2289 0.30431926 myRun
5 Q0 32821225562570752	2290 0.30431378 myRun
5 Q0 33617652140220418	2291 0.30406803 myRun
5 Q0 33463024207671296	2292 0.30406803 myRun
5 Q0 32836023679459328	2293 0.30402696 myRun
5 Q0 31079162642960384	2294 0.30393496 myRun
5 Q0 32737657373069312	2295 0.30392215 myRun
5 Q0 34753273202216960	2296 0.30389065 myRun
5 Q0 34750308936585217	2297 0.30389065 myRun
5 Q0 33579978029268992	2298 0.30381846 myRun
5 Q0 32257835773460480	2299 0.3037661 myRun
5 Q0 30733547887136768	2300 0.3036136 myRun
5 Q0 30466867697029121	2301 0.30357593 myRun
5 Q0 34289807307972608	2302 0.30353302 myRun
5 Q0 34697496848646144	2303 0.30352652 myRun
5 Q0 33556731862712320	2304 0.30334672 myRun
5 Q0 30618672548544512	2305 0.30330914 myRun
5 Q0 34931669714604032	2306 0.303284 myRun
5 Q0 32564461344657409	2307 0.30327895 myRun
5 Q0 34934069821186048	2308 0.30324084 myRun
5 Q0 32762099285360640	2309 0.3031255 myRun
5 Q0 34517404230877184	2310 0.30306503 myRun
5 Q0 34350601898819585	2311 0.30293053 myRun
5 Q0 31488535722721280	2312 0.3028336 myRun
5 Q0 30831127396622337	2313 0.3028285 myRun
5 Q0 32144603968700417	2314 0.3028285 myRun
5 Q0 31844902727843840	2315 0.30267662 myRun
5 Q0 35046432520011777	2316 0.30264142 myRun
5 Q0 33521585340022784	2317 0.30263737 myRun
5 Q0 34936955707858946	2318 0.30262712 myRun
5 Q0 34993678074249216	2319 0.30244467 myRun
5 Q0 34949189423071233	2320 0.30243298 myRun
5 Q0 34694872199860225	2321 0.30243117 myRun
5 Q0 34693979417231360	2322 0.30236518 myRun
5 Q0 34778907999735808	2323 0.30228734 myRun
5 Q0 32504175552102401	2324 0.3022374 myRun
5 Q0 34795905815158784	2325 0.30222252 myRun
5 Q0 30348170449920001	2326 0.30219817 myRun
5 Q0 33191644538867712	2327 0.3021886 myRun
5 Q0 34933891731173376	2328 0.3021112 myRun
5 Q0 31767228240105472	2329 0.30182654 myRun
5 Q0 31674849906659328	2330 0.30180156 myRun
5 Q0 32689573473554432	2331 0.3017907 myRun
5 Q0 34197123578728448	2332 0.30152908 myRun
5 Q0 34502121210515456	2333 0.30135348 myRun
5 Q0 32193442645807105	2334 0.3013364 myRun
5 Q0 34191410320121856	2335 0.3012185 myRun
5 Q0 31773698776109056	2336 0.30121747 myRun
5 Q0 32819013780246529	2337 0.30120373 myRun
5 Q0 34946810569031682	2338 0.3010005 myRun
5 Q0 32536444144713728	2339 0.30095977 myRun
5 Q0 34812826421825536	2340 0.3008499 myRun
5 Q0 31346849059176448	2341 0.30084756 myRun
5 Q0 34640039539380224	2342 0.30083877 myRun
5 Q0 33388661584175104	2343 0.30078012 myRun
5 Q0 33564663514017792	2344 0.30077934 myRun
5 Q0 29200566643064832	2345 0.3007291 myRun
5 Q0 34994962084921344	2346 0.30060285 myRun
5 Q0 33887346071969792	2347 0.30059886 myRun
5 Q0 33873781957214208	2348 0.30059886 myRun
5 Q0 33843650878377984	2349 0.30059886 myRun
5 Q0 31839724473688064	2350 0.30052403 myRun
5 Q0 30025535761420289	2351 0.30047095 myRun
5 Q0 34647918333927424	2352 0.3004163 myRun
5 Q0 30483070356295680	2353 0.30039898 myRun
5 Q0 34917096282398720	2354 0.30032802 myRun
5 Q0 32811888748265473	2355 0.30025476 myRun
5 Q0 34917809507008512	2356 0.30007744 myRun
5 Q0 35006403177349120	2357 0.30003116 myRun
5 Q0 34720739949027328	2358 0.299996 myRun
5 Q0 34823951871909888	2359 0.2999841 myRun
5 Q0 30275282464153600	2360 0.2998914 myRun
5 Q0 34427335302184960	2361 0.29986048 myRun
5 Q0 34969963634622464	2362 0.29981208 myRun
5 Q0 35066095555575808	2363 0.29977182 myRun
5 Q0 32256631697838080	2364 0.29973137 myRun
5 Q0 32795035976073216	2365 0.29970962 myRun
5 Q0 32849468718063616	2366 0.29955703 myRun
5 Q0 33549875819839488	2367 0.29952124 myRun
5 Q0 30703497972289537	2368 0.2995054 myRun
5 Q0 32844272768122880	2369 0.2993974 myRun
5 Q0 33576926509535232	2370 0.2991729 myRun
5 Q0 29527934398111744	2371 0.29913828 myRun
5 Q0 32060873908424704	2372 0.29913723 myRun
5 Q0 34922777454579712	2373 0.29911697 myRun
5 Q0 33472731500642304	2374 0.29911697 myRun
5 Q0 30402787384754177	2375 0.2991043 myRun
5 Q0 34406017450123265	2376 0.29909602 myRun
5 Q0 35030216451555328	2377 0.2989208 myRun
5 Q0 33986200003944448	2378 0.29882187 myRun
5 Q0 35016190740926464	2379 0.29881722 myRun
5 Q0 32607322882711552	2380 0.2987792 myRun
5 Q0 35032623898169344	2381 0.29869908 myRun
5 Q0 32064348503416832	2382 0.29849845 myRun
5 Q0 32481046779920385	2383 0.2982489 myRun
5 Q0 30547566101798912	2384 0.29822192 myRun
5 Q0 33557836759830528	2385 0.29819143 myRun
5 Q0 32178716251529216	2386 0.29806224 myRun
5 Q0 33515999642787841	2387 0.29804367 myRun
5 Q0 32817075273605120	2388 0.2979626 myRun
5 Q0 32075118846935041	2389 0.29795644 myRun
5 Q0 30136413068460032	2390 0.29795069 myRun
5 Q0 34962786534559745	2391 0.29792112 myRun
5 Q0 34177990740942848	2392 0.29790694 myRun
5 Q0 29282452337852416	2393 0.29788885 myRun
5 Q0 31885886262087680	2394 0.29785573 myRun
5 Q0 33772533543211008	2395 0.29783434 myRun
5 Q0 33554513809903616	2396 0.29770467 myRun
5 Q0 31493381028843520	2397 0.2976966 myRun
5 Q0 32815944883507201	2398 0.29768357 myRun
5 Q0 34732339107995648	2399 0.297612 myRun
5 Q0 33142696688226304	2400 0.2975117 myRun
5 Q0 32386937692098560	2401 0.29750633 myRun
5 Q0 34559741296381952	2402 0.2974912 myRun
5 Q0 32513375283974145	2403 0.2974556 myRun
5 Q0 29783105053134848	2404 0.297412 myRun
5 Q0 29392703410143232	2405 0.29734135 myRun
5 Q0 34514609985556480	2406 0.2972933 myRun
5 Q0 34897757407809536	2407 0.29722363 myRun
5 Q0 34618974960357376	2408 0.29712224 myRun
5 Q0 32839394880651264	2409 0.29708824 myRun
5 Q0 30084412947308545	2410 0.29707858 myRun
5 Q0 34674365496819712	2411 0.29706916 myRun
5 Q0 34047765256470528	2412 0.2970382 myRun
5 Q0 34949890752643072	2413 0.29698032 myRun
5 Q0 34974963215630337	2414 0.29697007 myRun
5 Q0 32598342533914624	2415 0.2969522 myRun
5 Q0 32596981608087552	2416 0.2969522 myRun
5 Q0 32593768276295681	2417 0.2969522 myRun
5 Q0 33692772951138304	2418 0.29693204 myRun
5 Q0 34580213241217025	2419 0.29683828 myRun
5 Q0 32494503902314496	2420 0.29670185 myRun
5 Q0 33562935863410688	2421 0.29665548 myRun
5 Q0 33455343526739968	2422 0.2966127 myRun
5 Q0 35075564108783616	2423 0.29654354 myRun
5 Q0 34899331890814976	2424 0.29648447 myRun
5 Q0 35043617340915712	2425 0.29648447 myRun
5 Q0 31187141350400000	2426 0.2964769 myRun
5 Q0 31040786334228480	2427 0.29647377 myRun
5 Q0 30756756170743808	2428 0.29643816 myRun
5 Q0 34738795341414400	2429 0.29636568 myRun
5 Q0 35040665293295616	2430 0.29631817 myRun
5 Q0 34916293438087168	2431 0.29625636 myRun
5 Q0 34878526230368256	2432 0.29617405 myRun
5 Q0 35022046291304448	2433 0.29617405 myRun
5 Q0 32741069133185024	2434 0.29615653 myRun
5 Q0 29586836913397760	2435 0.29606938 myRun
5 Q0 34891542002925568	2436 0.29597533 myRun
5 Q0 34987919739457537	2437 0.29596114 myRun
5 Q0 34921055491465217	2438 0.2959528 myRun
5 Q0 29908062248640512	2439 0.29592344 myRun
5 Q0 30222601171243008	2440 0.295896 myRun
5 Q0 30505596528623616	2441 0.2958193 myRun
5 Q0 33478542167646208	2442 0.2958193 myRun
5 Q0 29046646381744129	2443 0.29575533 myRun
5 Q0 34637744198123521	2444 0.29574496 myRun
5 Q0 32599182686556162	2445 0.29573375 myRun
5 Q0 30338593088081921	2446 0.29568398 myRun
5 Q0 29924353797787648	2447 0.29563978 myRun
5 Q0 33515435836055552	2448 0.29558507 myRun
5 Q0 31834118148857856	2449 0.29556674 myRun
5 Q0 29880809498349569	2450 0.2954753 myRun
5 Q0 32150005225623552	2451 0.29528552 myRun
5 Q0 32581038320390144	2452 0.29521 myRun
5 Q0 33579246882533376	2453 0.2952082 myRun
5 Q0 34948558134185984	2454 0.29519314 myRun
5 Q0 34621579258236928	2455 0.29518646 myRun
5 Q0 30374269892431872	2456 0.29508942 myRun
5 Q0 34978730082312193	2457 0.29495564 myRun
5 Q0 33987876442087424	2458 0.2949517 myRun
5 Q0 34659748548710400	2459 0.2948157 myRun
5 Q0 30514003763535872	2460 0.2946924 myRun
5 Q0 33541943631814656	2461 0.29464749 myRun
5 Q0 35086118458228736	2462 0.2946319 myRun
5 Q0 31021456800354304	2463 0.29463083 myRun
5 Q0 32470771511074818	2464 0.2944373 myRun
5 Q0 29872102056136704	2465 0.29435855 myRun
5 Q0 31141107135938560	2466 0.29433858 myRun
5 Q0 32716833442238466	2467 0.29432833 myRun
5 Q0 30554037510213632	2468 0.29431614 myRun
5 Q0 33185469118291969	2469 0.29429865 myRun
5 Q0 32845738098556928	2470 0.29418716 myRun
5 Q0 34905894361763841	2471 0.29411972 myRun
5 Q0 34893546188185600	2472 0.29411972 myRun
5 Q0 34837945202515969	2473 0.29411972 myRun
5 Q0 29957997182586880	2474 0.29411972 myRun
5 Q0 34956632249077760	2475 0.29394084 myRun
5 Q0 35014609425403904	2476 0.29385534 myRun
5 Q0 33459962772463616	2477 0.29385534 myRun
5 Q0 35087551609970688	2478 0.29382417 myRun
5 Q0 30314914161627136	2479 0.29373395 myRun
5 Q0 34946507903864832	2480 0.29371637 myRun
5 Q0 32739183097286656	2481 0.29348192 myRun
5 Q0 33500652126601216	2482 0.29340222 myRun
5 Q0 29430209400803328	2483 0.29335323 myRun
5 Q0 33322237717127168	2484 0.29328257 myRun
5 Q0 29306916849057792	2485 0.29326683 myRun
5 Q0 34584423353556992	2486 0.29325122 myRun
5 Q0 34744514694356992	2487 0.29308838 myRun
5 Q0 33216899022069762	2488 0.29306325 myRun
5 Q0 35053027937230848	2489 0.293063 myRun
5 Q0 30631487225204736	2490 0.29263765 myRun
5 Q0 31466877611937792	2491 0.29253605 myRun
5 Q0 34664881575690240	2492 0.29252756 myRun
5 Q0 33682675210522624	2493 0.29251695 myRun
5 Q0 33568038276042752	2494 0.29249862 myRun
5 Q0 28972830431387648	2495 0.2924733 myRun
5 Q0 34851134111748096	2496 0.2923492 myRun
5 Q0 32575757716824065	2497 0.29231566 myRun
5 Q0 32574102950641664	2498 0.29231566 myRun
5 Q0 32582091128446976	2499 0.2921506 myRun
5 Q0 35010541785190400	2500 0.29214466 myRun
5 Q0 34792291101052928	2501 0.29211566 myRun
5 Q0 32895684159995904	2502 0.2920838 myRun
5 Q0 33546824249774080	2503 0.291938 myRun
5 Q0 29573188660764673	2504 0.29193166 myRun
5 Q0 32553774740414464	2505 0.29193032 myRun
5 Q0 32838028917477376	2506 0.29192412 myRun
5 Q0 34925898134200320	2507 0.29192048 myRun
5 Q0 32211683082502144	2508 0.29191986 myRun
5 Q0 34645394101112832	2509 0.29189387 myRun
5 Q0 34936165111037952	2510 0.2918027 myRun
5 Q0 31225212070535168	2511 0.29164633 myRun
5 Q0 31156154063134721	2512 0.29158628 myRun
5 Q0 32244401610690560	2513 0.29152575 myRun
5 Q0 32339907229782016	2514 0.2914852 myRun
5 Q0 35062023783972864	2515 0.29141054 myRun
5 Q0 31246725096153088	2516 0.29138917 myRun
5 Q0 33544145167450113	2517 0.2912364 myRun
5 Q0 29950414283608064	2518 0.291228 myRun
5 Q0 34950647509946369	2519 0.2912072 myRun
5 Q0 32228835902627841	2520 0.29118282 myRun
5 Q0 34996002964373504	2521 0.29118282 myRun
5 Q0 32281411104800768	2522 0.29113138 myRun
5 Q0 28973908795326465	2523 0.2910238 myRun
5 Q0 34863827442995201	2524 0.2910224 myRun
5 Q0 34710046596145153	2525 0.29100907 myRun
5 Q0 32828470882992128	2526 0.29098094 myRun
5 Q0 34271697016340480	2527 0.2909677 myRun
5 Q0 32846097252614144	2528 0.29096267 myRun
5 Q0 34677398033141760	2529 0.2908968 myRun
5 Q0 30986628969271297	2530 0.29058012 myRun
5 Q0 33551074518376449	2531 0.2904135 myRun
5 Q0 29963531776430080	2532 0.29030222 myRun
5 Q0 29901308852965376	2533 0.29029512 myRun
5 Q0 30739924407812097	2534 0.29023015 myRun
5 Q0 31787975176097792	2535 0.29012114 myRun
5 Q0 34996947974623232	2536 0.29011 myRun
5 Q0 31953805255901184	2537 0.2900964 myRun
5 Q0 32329877701001216	2538 0.2900465 myRun
5 Q0 32263236644507648	2539 0.28993922 myRun
5 Q0 34704726805192704	2540 0.28987947 myRun
5 Q0 33553579927142400	2541 0.28980613 myRun
5 Q0 30301330597744640	2542 0.28976187 myRun
5 Q0 32809006015713280	2543 0.28972197 myRun
5 Q0 33553453238194177	2544 0.28969797 myRun
5 Q0 32643880042106880	2545 0.2896124 myRun
5 Q0 32803362709704705	2546 0.28957507 myRun
5 Q0 34464808577269760	2547 0.28955686 myRun
5 Q0 32076460122447872	2548 0.28949332 myRun
5 Q0 30802959226900480	2549 0.28947857 myRun
5 Q0 33548324384542720	2550 0.28942835 myRun
5 Q0 29236383247765504	2551 0.2892256 myRun
5 Q0 34696531139371008	2552 0.2891892 myRun
5 Q0 32742182213394432	2553 0.2891892 myRun
5 Q0 33249624546480128	2554 0.28915083 myRun
5 Q0 33240912175824896	2555 0.28915083 myRun
5 Q0 34833498774708224	2556 0.2891274 myRun
5 Q0 33520900745854976	2557 0.28909934 myRun
5 Q0 33230810693763072	2558 0.28908384 myRun
5 Q0 32843381210087424	2559 0.2889854 myRun
5 Q0 30985263895285760	2560 0.28892052 myRun
5 Q0 32340916408684544	2561 0.28874585 myRun
5 Q0 31779780760174592	2562 0.28869787 myRun
5 Q0 32303657106022400	2563 0.28865454 myRun
5 Q0 32827500132302848	2564 0.28849193 myRun
5 Q0 32756779397947392	2565 0.28844324 myRun
5 Q0 35001000498561024	2566 0.28842807 myRun
5 Q0 34796640527187968	2567 0.28828722 myRun
5 Q0 32171160766513152	2568 0.28826636 myRun
5 Q0 32045674732199936	2569 0.28818774 myRun
5 Q0 33566464724303872	2570 0.2881618 myRun
5 Q0 34823730580422656	2571 0.28807312 myRun
5 Q0 32536235008327680	2572 0.2880671 myRun
5 Q0 34933563833069568	2573 0.2879812 myRun
5 Q0 32860264948834305	2574 0.2879545 myRun
5 Q0 31385399448309760	2575 0.28794557 myRun
5 Q0 34990013930418176	2576 0.2879451 myRun
5 Q0 32159766780313600	2577 0.28790316 myRun
5 Q0 34965868710465537	2578 0.28785947 myRun
5 Q0 33168294152245248	2579 0.2877962 myRun
5 Q0 33045690359889920	2580 0.2877962 myRun
5 Q0 33024248884756480	2581 0.2877962 myRun
5 Q0 33022313171525632	2582 0.2877962 myRun
5 Q0 32844475332042752	2583 0.2874901 myRun
5 Q0 33552891910291456	2584 0.2874865 myRun
5 Q0 31256317301620737	2585 0.28737992 myRun
5 Q0 31681915123666944	2586 0.28737536 myRun
5 Q0 33829439867461632	2587 0.28737307 myRun
5 Q0 34940996215111680	2588 0.28734732 myRun
5 Q0 35088399975059456	2589 0.28720862 myRun
5 Q0 33504888969240576	2590 0.28717148 myRun
5 Q0 34827787231567872	2591 0.28717148 myRun
5 Q0 31593368144322560	2592 0.28703326 myRun
5 Q0 34988491100127232	2593 0.28685975 myRun
5 Q0 34982509842276353	2594 0.28683195 myRun
5 Q0 34977623754940416	2595 0.28681517 myRun
5 Q0 32761647814680576	2596 0.286762 myRun
5 Q0 32874671481290753	2597 0.28672016 myRun
5 Q0 33159400789118977	2598 0.2866295 myRun
5 Q0 32800406044147713	2599 0.28662932 myRun
5 Q0 34998434347876352	2600 0.2862686 myRun
5 Q0 32062239288598528	2601 0.28624457 myRun
5 Q0 32952065256849408	2602 0.28623146 myRun
5 Q0 32486780372525056	2603 0.28620926 myRun
5 Q0 34893213886058496	2604 0.28612655 myRun
5 Q0 35008237568786432	2605 0.2860732 myRun
5 Q0 32656922360418305	2606 0.28607085 myRun
